Name,Sample,Total,g9,Total_indel,#1-Indel,#1-Reads(%),#2-Indel,#2-Reads(%),#3-Indel,#3-Reads(%),#4-Indel,#4-Reads(%),#5-Indel,#5-Reads(%),#6-Indel,#6-Reads(%),#7-Indel,#7-Reads(%),#8-Indel,#8-Reads(%),#9-Indel,#9-Reads(%),#10-Indel,#10-Reads(%),#11-Indel,#11-Reads(%),#12-Indel,#12-Reads(%),#13-Indel,#13-Reads(%),#14-Indel,#14-Reads(%),#15-Indel,#15-Reads(%),#16-Indel,#16-Reads(%),#17-Indel,#17-Reads(%),#18-Indel,#18-Reads(%),#19-Indel,#19-Reads(%),#20-Indel,#20-Reads(%),#21-Indel,#21-Reads(%),#22-Indel,#22-Reads(%),#23-Indel,#23-Reads(%),#24-Indel,#24-Reads(%),#25-Indel,#25-Reads(%),#26-Indel,#26-Reads(%),#27-Indel,#27-Reads(%),#28-Indel,#28-Reads(%),#29-Indel,#29-Reads(%),#30-Indel,#30-Reads(%),#31-Indel,#31-Reads(%),#32-Indel,#32-Reads(%),#33-Indel,#33-Reads(%),#34-Indel,#34-Reads(%),#35-Indel,#35-Reads(%),#36-Indel,#36-Reads(%),#37-Indel,#37-Reads(%),#38-Indel,#38-Reads(%),#39-Indel,#39-Reads(%),#40-Indel,#40-Reads(%),#41-Indel,#41-Reads(%),#42-Indel,#42-Reads(%),#43-Indel,#43-Reads(%),#44-Indel,#44-Reads(%),#45-Indel,#45-Reads(%),#46-Indel,#46-Reads(%),#47-Indel,#47-Reads(%),#48-Indel,#48-Reads(%),#49-Indel,#49-Reads(%),#50-Indel,#50-Reads(%),#51-Indel,#51-Reads(%),#52-Indel,#52-Reads(%),#53-Indel,#53-Reads(%),#54-Indel,#54-Reads(%),#55-Indel,#55-Reads(%),#56-Indel,#56-Reads(%),#57-Indel,#57-Reads(%),#58-Indel,#58-Reads(%),#59-Indel,#59-Reads(%),#60-Indel,#60-Reads(%),#61-Indel,#61-Reads(%),#62-Indel,#62-Reads(%),#63-Indel,#63-Reads(%),#64-Indel,#64-Reads(%),#65-Indel,#65-Reads(%),#66-Indel,#66-Reads(%),#67-Indel,#67-Reads(%),#68-Indel,#68-Reads(%),#69-Indel,#69-Reads(%),#70-Indel,#70-Reads(%),#71-Indel,#71-Reads(%),#72-Indel,#72-Reads(%),#73-Indel,#73-Reads(%),#74-Indel,#74-Reads(%),#75-Indel,#75-Reads(%),#76-Indel,#76-Reads(%),#77-Indel,#77-Reads(%),#78-Indel,#78-Reads(%),#79-Indel,#79-Reads(%),#80-Indel,#80-Reads(%),#81-Indel,#81-Reads(%),#82-Indel,#82-Reads(%),#83-Indel,#83-Reads(%),#84-Indel,#84-Reads(%),#85-Indel,#85-Reads(%),#86-Indel,#86-Reads(%),#87-Indel,#87-Reads(%),#88-Indel,#88-Reads(%),#89-Indel,#89-Reads(%),#90-Indel,#90-Reads(%),#91-Indel,#91-Reads(%),#92-Indel,#92-Reads(%),#93-Indel,#93-Reads(%),#94-Indel,#94-Reads(%),#95-Indel,#95-Reads(%),#96-Indel,#96-Reads(%),#97-Indel,#97-Reads(%),#98-Indel,#98-Reads(%),#99-Indel,#99-Reads(%),#100-Indel,#100-Reads(%),#101-Indel,#101-Reads(%),#102-Indel,#102-Reads(%),#103-Indel,#103-Reads(%),#104-Indel,#104-Reads(%),#105-Indel,#105-Reads(%),#106-Indel,#106-Reads(%),#107-Indel,#107-Reads(%),#108-Indel,#108-Reads(%),#109-Indel,#109-Reads(%),#110-Indel,#110-Reads(%),#111-Indel,#111-Reads(%),#112-Indel,#112-Reads(%),#113-Indel,#113-Reads(%),#114-Indel,#114-Reads(%),#115-Indel,#115-Reads(%),#116-Indel,#116-Reads(%),#117-Indel,#117-Reads(%),#118-Indel,#118-Reads(%),#119-Indel,#119-Reads(%),#120-Indel,#120-Reads(%),#121-Indel,#121-Reads(%),#122-Indel,#122-Reads(%),#123-Indel,#123-Reads(%),#124-Indel,#124-Reads(%),#125-Indel,#125-Reads(%),#126-Indel,#126-Reads(%),#127-Indel,#127-Reads(%),#128-Indel,#128-Reads(%),#129-Indel,#129-Reads(%),#130-Indel,#130-Reads(%),#131-Indel,#131-Reads(%),#132-Indel,#132-Reads(%),#133-Indel,#133-Reads(%),#134-Indel,#134-Reads(%),#135-Indel,#135-Reads(%),#136-Indel,#136-Reads(%),#137-Indel,#137-Reads(%),#138-Indel,#138-Reads(%),#139-Indel,#139-Reads(%),#140-Indel,#140-Reads(%),#141-Indel,#141-Reads(%),#142-Indel,#142-Reads(%),#143-Indel,#143-Reads(%),#144-Indel,#144-Reads(%),#145-Indel,#145-Reads(%),#146-Indel,#146-Reads(%),#147-Indel,#147-Reads(%),#148-Indel,#148-Reads(%),#149-Indel,#149-Reads(%),#150-Indel,#150-Reads(%),#151-Indel,#151-Reads(%),#152-Indel,#152-Reads(%),#153-Indel,#153-Reads(%),#154-Indel,#154-Reads(%),#155-Indel,#155-Reads(%),#156-Indel,#156-Reads(%),#157-Indel,#157-Reads(%),#158-Indel,#158-Reads(%),#159-Indel,#159-Reads(%),#160-Indel,#160-Reads(%),#161-Indel,#161-Reads(%),#162-Indel,#162-Reads(%),#163-Indel,#163-Reads(%),#164-Indel,#164-Reads(%),#165-Indel,#165-Reads(%),#166-Indel,#166-Reads(%),#167-Indel,#167-Reads(%),#168-Indel,#168-Reads(%),#169-Indel,#169-Reads(%),#170-Indel,#170-Reads(%),#171-Indel,#171-Reads(%),#172-Indel,#172-Reads(%),#173-Indel,#173-Reads(%),#174-Indel,#174-Reads(%),#175-Indel,#175-Reads(%),#176-Indel,#176-Reads(%),#177-Indel,#177-Reads(%),#178-Indel,#178-Reads(%),#179-Indel,#179-Reads(%),#180-Indel,#180-Reads(%),#181-Indel,#181-Reads(%),#182-Indel,#182-Reads(%),#183-Indel,#183-Reads(%),#184-Indel,#184-Reads(%),#185-Indel,#185-Reads(%),#186-Indel,#186-Reads(%),#187-Indel,#187-Reads(%),#188-Indel,#188-Reads(%),#189-Indel,#189-Reads(%),#190-Indel,#190-Reads(%),#191-Indel,#191-Reads(%),#192-Indel,#192-Reads(%),#193-Indel,#193-Reads(%),#194-Indel,#194-Reads(%),#195-Indel,#195-Reads(%),#196-Indel,#196-Reads(%),#197-Indel,#197-Reads(%),#198-Indel,#198-Reads(%),#199-Indel,#199-Reads(%),#200-Indel,#200-Reads(%),SNP_test,raw_wt_counter,0bp,In-frame,Out-of-frame,%g9
Miller-Plate135-E07,HGGx99 wt,989,979 (98.988877654%),0.00%,0,989 (100.000000000%),NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,1.001009082,983 (1.004085802),100,0,0,98.98887765
Miller-Plate135-E08,g9 D3,1489,597 (40.094022834%),59.10%,0,609 (40.899932841%),1,260 (17.461383479%),-2,126 (8.462055071%),-3,58 (3.895231699%),-8,48 (3.223640027%),-7,43 (2.887844191%),-6,34 (2.283411686%),-11,26 (1.746138348%),-1,24 (1.611820013%),-9,24 (1.611820013%),-10,18 (1.208865010%),-5,18 (1.208865010%),-16,16 (1.074546676%),2,15 (1.007387508%),-17,14 (0.940228341%),-13,13 (0.873069174%),-12,12 (0.805910007%),-4,11 (0.738750839%),-14,10 (0.671591672%),-22,9 (0.604432505%),-23,8 (0.537273338%),-21,6 (0.402955003%),-24,5 (0.335795836%),-19,5 (0.335795836%),-26,5 (0.335795836%),3,5 (0.335795836%),-15,4 (0.268636669%),-20,4 (0.268636669%),-41,4 (0.268636669%),-27,3 (0.201477502%),-42,3 (0.201477502%),-33,3 (0.201477502%),-30,3 (0.201477502%),-31,3 (0.201477502%),-48,3 (0.201477502%),-25,3 (0.201477502%),-28,3 (0.201477502%),-32,3 (0.201477502%),8,2 (0.134318334%),-43,2 (0.134318334%),-44,2 (0.134318334%),-29,2 (0.134318334%),10,2 (0.134318334%),-47,2 (0.134318334%),6,1 (0.067159167%),5,1 (0.067159167%),15,1 (0.067159167%),11,1 (0.067159167%),-18,1 (0.067159167%),-79,1 (0.067159167%),-63,1 (0.067159167%),-50,1 (0.067159167%),-36,1 (0.067159167%),-37,1 (0.067159167%),-40,1 (0.067159167%),-34,1 (0.067159167%),-49,1 (0.067159167%),-38,1 (0.067159167%),4,1 (0.067159167%),24,1 (0.067159167%),NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,0.994090611,608 (1.018425461),40.9,11.3,47.8,40.09402283
Miller-Plate135-E09,g9 D14,1295,390 (30.115830116%),69.65%,0,393 (30.347490347%),1,343 (26.486486486%),-2,109 (8.416988417%),-8,56 (4.324324324%),-7,46 (3.552123552%),-3,31 (2.393822394%),-6,27 (2.084942085%),-1,24 (1.853281853%),-9,22 (1.698841699%),2,20 (1.544401544%),-5,19 (1.467181467%),-11,19 (1.467181467%),-10,16 (1.235521236%),-16,13 (1.003861004%),-4,12 (0.926640927%),-12,9 (0.694980695%),-17,9 (0.694980695%),-15,8 (0.617760618%),-14,8 (0.617760618%),-22,8 (0.617760618%),-21,7 (0.540540541%),-25,6 (0.463320463%),-13,5 (0.386100386%),-31,4 (0.308880309%),-20,4 (0.308880309%),-23,4 (0.308880309%),-41,3 (0.231660232%),-32,3 (0.231660232%),5,3 (0.231660232%),-19,3 (0.231660232%),-51,3 (0.231660232%),-26,3 (0.231660232%),12,3 (0.231660232%),-34,2 (0.154440154%),6,2 (0.154440154%),13,2 (0.154440154%),8,2 (0.154440154%),-30,2 (0.154440154%),-37,2 (0.154440154%),4,2 (0.154440154%),3,2 (0.154440154%),-28,2 (0.154440154%),-24,2 (0.154440154%),-48,1 (0.077220077%),125,1 (0.077220077%),-38,1 (0.077220077%),-18,1 (0.077220077%),16,1 (0.077220077%),55,1 (0.077220077%),-42,1 (0.077220077%),68,1 (0.077220077%),-47,1 (0.077220077%),-59,1 (0.077220077%),131,1 (0.077220077%),184,1 (0.077220077%),-27,1 (0.077220077%),26,1 (0.077220077%),11,1 (0.077220077%),14,1 (0.077220077%),-36,1 (0.077220077%),18,1 (0.077220077%),22,1 (0.077220077%),78,1 (0.077220077%),7,1 (0.077220077%),-29,1 (0.077220077%),119,1 (0.077220077%),33,1 (0.077220077%),117,1 (0.077220077%),146,1 (0.077220077%),-56,1 (0.077220077%),9,1 (0.077220077%),-33,1 (0.077220077%),96,1 (0.077220077%),20,1 (0.077220077%),89,1 (0.077220077%),NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,1.001530222,393 (1.007692308),30.3,10,59.6,30.11583012
Miller-Plate135-E10,g9 D28,1149,425 (36.988685814%),62.75%,0,428 (37.249782419%),1,255 (22.193211488%),-2,103 (8.964316797%),-8,40 (3.481288077%),-7,40 (3.481288077%),-3,32 (2.785030461%),-9,25 (2.175805048%),-6,23 (2.001740644%),-1,22 (1.914708442%),-11,20 (1.740644038%),-10,13 (1.131418625%),2,12 (1.044386423%),-5,11 (0.957354221%),-22,9 (0.783289817%),-17,8 (0.696257615%),-4,7 (0.609225413%),-13,6 (0.522193211%),8,6 (0.522193211%),-27,6 (0.522193211%),-19,5 (0.435161010%),-21,5 (0.435161010%),-12,5 (0.435161010%),-16,4 (0.348128808%),-20,3 (0.261096606%),-25,3 (0.261096606%),5,3 (0.261096606%),3,3 (0.261096606%),-18,3 (0.261096606%),-24,3 (0.261096606%),-15,3 (0.261096606%),-40,3 (0.261096606%),-14,2 (0.174064404%),11,2 (0.174064404%),18,2 (0.174064404%),-33,2 (0.174064404%),-56,2 (0.174064404%),-42,2 (0.174064404%),16,1 (0.087032202%),22,1 (0.087032202%),64,1 (0.087032202%),-39,1 (0.087032202%),147,1 (0.087032202%),-36,1 (0.087032202%),-64,1 (0.087032202%),4,1 (0.087032202%),-51,1 (0.087032202%),-48,1 (0.087032202%),20,1 (0.087032202%),83,1 (0.087032202%),12,1 (0.087032202%),41,1 (0.087032202%),125,1 (0.087032202%),-28,1 (0.087032202%),150,1 (0.087032202%),14,1 (0.087032202%),-23,1 (0.087032202%),7,1 (0.087032202%),19,1 (0.087032202%),23,1 (0.087032202%),26,1 (0.087032202%),76,1 (0.087032202%),134,1 (0.087032202%),-31,1 (0.087032202%),13,1 (0.087032202%),-26,1 (0.087032202%),NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,1.000861326,428 (1.007058824),37.2,10.5,52.2,36.98868581
