Name,Sample,Total,g14,g5,g6,Total_indel,#1-Indel,#1-Reads(%),#2-Indel,#2-Reads(%),#3-Indel,#3-Reads(%),#4-Indel,#4-Reads(%),#5-Indel,#5-Reads(%),#6-Indel,#6-Reads(%),#7-Indel,#7-Reads(%),#8-Indel,#8-Reads(%),#9-Indel,#9-Reads(%),#10-Indel,#10-Reads(%),#11-Indel,#11-Reads(%),#12-Indel,#12-Reads(%),#13-Indel,#13-Reads(%),#14-Indel,#14-Reads(%),#15-Indel,#15-Reads(%),#16-Indel,#16-Reads(%),#17-Indel,#17-Reads(%),#18-Indel,#18-Reads(%),#19-Indel,#19-Reads(%),#20-Indel,#20-Reads(%),#21-Indel,#21-Reads(%),#22-Indel,#22-Reads(%),#23-Indel,#23-Reads(%),#24-Indel,#24-Reads(%),#25-Indel,#25-Reads(%),#26-Indel,#26-Reads(%),#27-Indel,#27-Reads(%),#28-Indel,#28-Reads(%),#29-Indel,#29-Reads(%),#30-Indel,#30-Reads(%),#31-Indel,#31-Reads(%),#32-Indel,#32-Reads(%),#33-Indel,#33-Reads(%),#34-Indel,#34-Reads(%),#35-Indel,#35-Reads(%),#36-Indel,#36-Reads(%),#37-Indel,#37-Reads(%),#38-Indel,#38-Reads(%),#39-Indel,#39-Reads(%),#40-Indel,#40-Reads(%),#41-Indel,#41-Reads(%),#42-Indel,#42-Reads(%),#43-Indel,#43-Reads(%),#44-Indel,#44-Reads(%),#45-Indel,#45-Reads(%),#46-Indel,#46-Reads(%),#47-Indel,#47-Reads(%),#48-Indel,#48-Reads(%),#49-Indel,#49-Reads(%),#50-Indel,#50-Reads(%),#51-Indel,#51-Reads(%),#52-Indel,#52-Reads(%),#53-Indel,#53-Reads(%),#54-Indel,#54-Reads(%),#55-Indel,#55-Reads(%),#56-Indel,#56-Reads(%),#57-Indel,#57-Reads(%),#58-Indel,#58-Reads(%),#59-Indel,#59-Reads(%),#60-Indel,#60-Reads(%),#61-Indel,#61-Reads(%),#62-Indel,#62-Reads(%),#63-Indel,#63-Reads(%),#64-Indel,#64-Reads(%),#65-Indel,#65-Reads(%),#66-Indel,#66-Reads(%),#67-Indel,#67-Reads(%),#68-Indel,#68-Reads(%),#69-Indel,#69-Reads(%),#70-Indel,#70-Reads(%),#71-Indel,#71-Reads(%),#72-Indel,#72-Reads(%),#73-Indel,#73-Reads(%),#74-Indel,#74-Reads(%),#75-Indel,#75-Reads(%),#76-Indel,#76-Reads(%),#77-Indel,#77-Reads(%),#78-Indel,#78-Reads(%),#79-Indel,#79-Reads(%),#80-Indel,#80-Reads(%),#81-Indel,#81-Reads(%),#82-Indel,#82-Reads(%),#83-Indel,#83-Reads(%),#84-Indel,#84-Reads(%),#85-Indel,#85-Reads(%),#86-Indel,#86-Reads(%),#87-Indel,#87-Reads(%),#88-Indel,#88-Reads(%),#89-Indel,#89-Reads(%),#90-Indel,#90-Reads(%),#91-Indel,#91-Reads(%),#92-Indel,#92-Reads(%),#93-Indel,#93-Reads(%),#94-Indel,#94-Reads(%),#95-Indel,#95-Reads(%),#96-Indel,#96-Reads(%),#97-Indel,#97-Reads(%),#98-Indel,#98-Reads(%),#99-Indel,#99-Reads(%),#100-Indel,#100-Reads(%),#101-Indel,#101-Reads(%),#102-Indel,#102-Reads(%),#103-Indel,#103-Reads(%),#104-Indel,#104-Reads(%),#105-Indel,#105-Reads(%),#106-Indel,#106-Reads(%),#107-Indel,#107-Reads(%),#108-Indel,#108-Reads(%),#109-Indel,#109-Reads(%),#110-Indel,#110-Reads(%),#111-Indel,#111-Reads(%),#112-Indel,#112-Reads(%),#113-Indel,#113-Reads(%),#114-Indel,#114-Reads(%),#115-Indel,#115-Reads(%),#116-Indel,#116-Reads(%),#117-Indel,#117-Reads(%),#118-Indel,#118-Reads(%),#119-Indel,#119-Reads(%),#120-Indel,#120-Reads(%),#121-Indel,#121-Reads(%),#122-Indel,#122-Reads(%),#123-Indel,#123-Reads(%),#124-Indel,#124-Reads(%),#125-Indel,#125-Reads(%),#126-Indel,#126-Reads(%),#127-Indel,#127-Reads(%),#128-Indel,#128-Reads(%),#129-Indel,#129-Reads(%),#130-Indel,#130-Reads(%),#131-Indel,#131-Reads(%),#132-Indel,#132-Reads(%),#133-Indel,#133-Reads(%),#134-Indel,#134-Reads(%),#135-Indel,#135-Reads(%),#136-Indel,#136-Reads(%),#137-Indel,#137-Reads(%),#138-Indel,#138-Reads(%),#139-Indel,#139-Reads(%),#140-Indel,#140-Reads(%),#141-Indel,#141-Reads(%),#142-Indel,#142-Reads(%),#143-Indel,#143-Reads(%),#144-Indel,#144-Reads(%),#145-Indel,#145-Reads(%),#146-Indel,#146-Reads(%),#147-Indel,#147-Reads(%),#148-Indel,#148-Reads(%),#149-Indel,#149-Reads(%),#150-Indel,#150-Reads(%),#151-Indel,#151-Reads(%),#152-Indel,#152-Reads(%),#153-Indel,#153-Reads(%),#154-Indel,#154-Reads(%),#155-Indel,#155-Reads(%),#156-Indel,#156-Reads(%),#157-Indel,#157-Reads(%),#158-Indel,#158-Reads(%),#159-Indel,#159-Reads(%),#160-Indel,#160-Reads(%),#161-Indel,#161-Reads(%),#162-Indel,#162-Reads(%),#163-Indel,#163-Reads(%),#164-Indel,#164-Reads(%),#165-Indel,#165-Reads(%),#166-Indel,#166-Reads(%),#167-Indel,#167-Reads(%),#168-Indel,#168-Reads(%),#169-Indel,#169-Reads(%),#170-Indel,#170-Reads(%),#171-Indel,#171-Reads(%),#172-Indel,#172-Reads(%),#173-Indel,#173-Reads(%),#174-Indel,#174-Reads(%),#175-Indel,#175-Reads(%),#176-Indel,#176-Reads(%),#177-Indel,#177-Reads(%),#178-Indel,#178-Reads(%),#179-Indel,#179-Reads(%),#180-Indel,#180-Reads(%),#181-Indel,#181-Reads(%),#182-Indel,#182-Reads(%),#183-Indel,#183-Reads(%),#184-Indel,#184-Reads(%),#185-Indel,#185-Reads(%),#186-Indel,#186-Reads(%),#187-Indel,#187-Reads(%),#188-Indel,#188-Reads(%),#189-Indel,#189-Reads(%),#190-Indel,#190-Reads(%),#191-Indel,#191-Reads(%),#192-Indel,#192-Reads(%),#193-Indel,#193-Reads(%),#194-Indel,#194-Reads(%),#195-Indel,#195-Reads(%),#196-Indel,#196-Reads(%),#197-Indel,#197-Reads(%),#198-Indel,#198-Reads(%),#199-Indel,#199-Reads(%),#200-Indel,#200-Reads(%),SNP_test,raw_wt_counter,0bp,In-frame,Out-of-frame,%g14,%g5,%g6
Miller-Plate61-A01,,2564,1601 (62.441497660%),1591 (62.051482059%),1597 (62.285491420%),41.224648986%,0,1507 (58.775351014%),-5,289 (11.271450858%),-1,138 (5.382215289%),-6,114 (4.446177847%),-7,69 (2.691107644%),-4,65 (2.535101404%),-8,58 (2.262090484%),-12,51 (1.989079563%),-17,40 (1.560062402%),-3,32 (1.248049922%),-2,29 (1.131045242%),1,27 (1.053042122%),-9,24 (0.936037441%),-21,17 (0.663026521%),-13,15 (0.585023401%),-10,15 (0.585023401%),-14,12 (0.468018721%),-16,7 (0.273010920%),-15,7 (0.273010920%),-11,6 (0.234009360%),4,4 (0.156006240%),-18,4 (0.156006240%),-133,3 (0.117004680%),-28,3 (0.117004680%),-24,3 (0.117004680%),-112,3 (0.117004680%),83,2 (0.078003120%),-31,2 (0.078003120%),-30,2 (0.078003120%),-22,2 (0.078003120%),-44,2 (0.078003120%),-29,2 (0.078003120%),-19,2 (0.078003120%),-46,1 (0.039001560%),-115,1 (0.039001560%),-38,1 (0.039001560%),-96,1 (0.039001560%),-27,1 (0.039001560%),-39,1 (0.039001560%),-36,1 (0.039001560%),-95,1 (0.039001560%),NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,1.007680492,1634 (1.020612117),58.78,10.06,31.16,62.441497660,62.051482059,62.285491420
Miller-Plate61-A03,,2870,2231 (77.735191638%),520 (18.118466899%),520 (18.118466899%),81.846689895%,0,521 (18.153310105%),-12,386 (13.449477352%),-1,276 (9.616724739%),-5,189 (6.585365854%),-13,160 (5.574912892%),-4,138 (4.808362369%),-2,132 (4.599303136%),1,109 (3.797909408%),-8,76 (2.648083624%),-3,70 (2.439024390%),-6,56 (1.951219512%),-24,54 (1.881533101%),-14,48 (1.672473868%),-11,40 (1.393728223%),-26,36 (1.254355401%),-9,35 (1.219512195%),-7,31 (1.080139373%),-27,28 (0.975609756%),-25,27 (0.940766551%),-22,23 (0.801393728%),-10,21 (0.731707317%),-18,20 (0.696864111%),-17,20 (0.696864111%),-16,20 (0.696864111%),-19,19 (0.662020906%),-23,16 (0.557491289%),-28,13 (0.452961672%),2,12 (0.418118467%),-46,12 (0.418118467%),-15,11 (0.383275261%),-32,11 (0.383275261%),-45,11 (0.383275261%),-21,10 (0.348432056%),-167,9 (0.313588850%),-110,8 (0.278745645%),-33,8 (0.278745645%),-38,8 (0.278745645%),-39,7 (0.243902439%),-109,7 (0.243902439%),-153,6 (0.209059233%),3,6 (0.209059233%),-154,6 (0.209059233%),-179,6 (0.209059233%),-105,5 (0.174216028%),7,5 (0.174216028%),4,5 (0.174216028%),-66,5 (0.174216028%),-93,5 (0.174216028%),-35,5 (0.174216028%),13,4 (0.139372822%),-34,4 (0.139372822%),-62,4 (0.139372822%),-95,4 (0.139372822%),-29,4 (0.139372822%),-88,4 (0.139372822%),-118,3 (0.104529617%),-91,3 (0.104529617%),-42,3 (0.104529617%),-155,3 (0.104529617%),-31,3 (0.104529617%),-54,3 (0.104529617%),-94,3 (0.104529617%),-132,3 (0.104529617%),-60,3 (0.104529617%),-71,3 (0.104529617%),-168,3 (0.104529617%),52,3 (0.104529617%),6,3 (0.104529617%),-57,3 (0.104529617%),-128,2 (0.069686411%),-43,2 (0.069686411%),11,2 (0.069686411%),42,2 (0.069686411%),-20,2 (0.069686411%),-87,2 (0.069686411%),19,2 (0.069686411%),109,2 (0.069686411%),-40,2 (0.069686411%),-144,2 (0.069686411%),-56,2 (0.069686411%),44,2 (0.069686411%),34,2 (0.069686411%),-63,2 (0.069686411%),-97,2 (0.069686411%),-72,2 (0.069686411%),-120,2 (0.069686411%),-59,2 (0.069686411%),28,2 (0.069686411%),-84,2 (0.069686411%),8,2 (0.069686411%),-100,2 (0.069686411%),-75,1 (0.034843206%),-79,1 (0.034843206%),-47,1 (0.034843206%),17,1 (0.034843206%),41,1 (0.034843206%),40,1 (0.034843206%),-139,1 (0.034843206%),5,1 (0.034843206%),-135,1 (0.034843206%),20,1 (0.034843206%),70,1 (0.034843206%),75,1 (0.034843206%),-81,1 (0.034843206%),-98,1 (0.034843206%),-78,1 (0.034843206%),-49,1 (0.034843206%),-37,1 (0.034843206%),-30,1 (0.034843206%),9,1 (0.034843206%),10,1 (0.034843206%),15,1 (0.034843206%),-114,1 (0.034843206%),-74,1 (0.034843206%),22,1 (0.034843206%),50,1 (0.034843206%),-115,1 (0.034843206%),-156,1 (0.034843206%),-41,1 (0.034843206%),NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,0.994901428,2268 (1.016584491),18.15,26.76,55.09,77.735191638,18.118466899,18.118466899
Miller-Plate61-A04,,2567,1903 (74.133229451%),187 (7.284768212%),187 (7.284768212%),92.403583950%,-12,337 (13.128165173%),-5,249 (9.700038956%),0,195 (7.596416050%),-13,172 (6.700428516%),-2,156 (6.077132840%),1,137 (5.336969225%),-1,136 (5.298013245%),-3,109 (4.246201792%),-4,106 (4.129333853%),-6,88 (3.428126217%),-26,81 (3.155434359%),-18,58 (2.259446825%),-24,49 (1.908843007%),-25,46 (1.791975068%),-8,45 (1.753019088%),-11,40 (1.558239190%),-27,39 (1.519283210%),-7,30 (1.168679392%),-14,29 (1.129723413%),-19,28 (1.090767433%),-17,26 (1.012855473%),-10,24 (0.934943514%),-15,19 (0.740163615%),-20,18 (0.701207635%),-33,16 (0.623295676%),-9,15 (0.584339696%),-21,13 (0.506427737%),-32,12 (0.467471757%),2,10 (0.389559797%),-16,10 (0.389559797%),-23,10 (0.389559797%),-31,9 (0.350603818%),-22,9 (0.350603818%),3,8 (0.311647838%),-39,8 (0.311647838%),-28,8 (0.311647838%),-29,7 (0.272691858%),-34,7 (0.272691858%),4,7 (0.272691858%),-38,6 (0.233735878%),-57,6 (0.233735878%),-132,6 (0.233735878%),-75,6 (0.233735878%),-41,6 (0.233735878%),-35,5 (0.194779899%),-98,5 (0.194779899%),-150,5 (0.194779899%),-45,5 (0.194779899%),-153,5 (0.194779899%),-107,5 (0.194779899%),-129,5 (0.194779899%),-126,4 (0.155823919%),-104,4 (0.155823919%),-43,4 (0.155823919%),-166,4 (0.155823919%),-54,4 (0.155823919%),69,3 (0.116867939%),-113,3 (0.116867939%),-101,3 (0.116867939%),-85,3 (0.116867939%),-60,3 (0.116867939%),-50,3 (0.116867939%),-136,3 (0.116867939%),-121,3 (0.116867939%),-30,3 (0.116867939%),-74,3 (0.116867939%),-93,3 (0.116867939%),-128,3 (0.116867939%),-64,3 (0.116867939%),51,2 (0.077911959%),26,2 (0.077911959%),-94,2 (0.077911959%),-65,2 (0.077911959%),-130,2 (0.077911959%),-62,2 (0.077911959%),-83,2 (0.077911959%),-179,2 (0.077911959%),-44,2 (0.077911959%),20,2 (0.077911959%),-63,2 (0.077911959%),-40,2 (0.077911959%),-55,2 (0.077911959%),-37,2 (0.077911959%),27,2 (0.077911959%),-79,2 (0.077911959%),5,2 (0.077911959%),94,2 (0.077911959%),-56,1 (0.038955980%),-127,1 (0.038955980%),-91,1 (0.038955980%),8,1 (0.038955980%),-70,1 (0.038955980%),-118,1 (0.038955980%),100,1 (0.038955980%),23,1 (0.038955980%),14,1 (0.038955980%),6,1 (0.038955980%),-114,1 (0.038955980%),-135,1 (0.038955980%),-49,1 (0.038955980%),-72,1 (0.038955980%),78,1 (0.038955980%),-42,1 (0.038955980%),128,1 (0.038955980%),-78,1 (0.038955980%),7,1 (0.038955980%),-58,1 (0.038955980%),68,1 (0.038955980%),-181,1 (0.038955980%),-89,1 (0.038955980%),-137,1 (0.038955980%),-152,1 (0.038955980%),24,1 (0.038955980%),-155,1 (0.038955980%),-165,1 (0.038955980%),70,1 (0.038955980%),12,1 (0.038955980%),-61,1 (0.038955980%),-46,1 (0.038955980%),-51,1 (0.038955980%),-48,1 (0.038955980%),-149,1 (0.038955980%),-117,1 (0.038955980%),74,1 (0.038955980%),-36,1 (0.038955980%),-112,1 (0.038955980%),-102,1 (0.038955980%),11,1 (0.038955980%),NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,0.995068285,1942 (1.020493957),7.60,32.65,59.76,74.133229451,7.284768212,7.284768212
Miller-Plate61-A05,,2908,2846 (97.867950481%),2844 (97.799174691%),2843 (97.764786795%),8.356258597%,0,2665 (91.643741403%),-1,214 (7.359009629%),1,21 (0.722145805%),-2,4 (0.137551582%),11,3 (0.103163686%),2,1 (0.034387895%),NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,1.019447288,2894 (1.016865777),91.64,0.00,8.36,97.867950481,97.799174691,97.764786795
Miller-Plate61-A06,,2863,2713 (94.760740482%),2628 (91.791826755%),2618 (91.442542787%),69.018512050%,0,887 (30.981487950%),-6,550 (19.210618233%),-2,310 (10.827803004%),-12,211 (7.369891722%),-1,191 (6.671323786%),-3,92 (3.213412504%),-4,83 (2.899056933%),-5,57 (1.990918617%),-7,51 (1.781348236%),-10,50 (1.746419839%),1,39 (1.362207475%),-11,33 (1.152637094%),-13,31 (1.082780300%),-17,22 (0.768424729%),-16,17 (0.593782745%),-8,14 (0.488997555%),-9,14 (0.488997555%),-15,12 (0.419140761%),-14,12 (0.419140761%),-23,12 (0.419140761%),-18,10 (0.349283968%),-24,10 (0.349283968%),-19,6 (0.209570381%),-25,5 (0.174641984%),-94,5 (0.174641984%),-26,5 (0.174641984%),-33,4 (0.139713587%),8,4 (0.139713587%),-20,4 (0.139713587%),-88,4 (0.139713587%),6,4 (0.139713587%),2,4 (0.139713587%),-87,3 (0.104785190%),-90,3 (0.104785190%),-83,3 (0.104785190%),-81,3 (0.104785190%),3,3 (0.104785190%),-29,2 (0.069856794%),-133,2 (0.069856794%),-103,2 (0.069856794%),-100,2 (0.069856794%),-93,2 (0.069856794%),39,2 (0.069856794%),-204,2 (0.069856794%),-52,2 (0.069856794%),-123,2 (0.069856794%),-91,2 (0.069856794%),-118,2 (0.069856794%),-66,2 (0.069856794%),10,2 (0.069856794%),-41,2 (0.069856794%),-78,2 (0.069856794%),-44,2 (0.069856794%),-120,2 (0.069856794%),-46,2 (0.069856794%),-22,2 (0.069856794%),4,2 (0.069856794%),-62,2 (0.069856794%),-27,2 (0.069856794%),-122,2 (0.069856794%),-49,2 (0.069856794%),-74,2 (0.069856794%),-31,2 (0.069856794%),17,1 (0.034928397%),91,1 (0.034928397%),-164,1 (0.034928397%),-42,1 (0.034928397%),5,1 (0.034928397%),13,1 (0.034928397%),-189,1 (0.034928397%),-28,1 (0.034928397%),-30,1 (0.034928397%),-64,1 (0.034928397%),-61,1 (0.034928397%),-68,1 (0.034928397%),-48,1 (0.034928397%),-63,1 (0.034928397%),-39,1 (0.034928397%),-119,1 (0.034928397%),35,1 (0.034928397%),28,1 (0.034928397%),-84,1 (0.034928397%),-40,1 (0.034928397%),-111,1 (0.034928397%),-80,1 (0.034928397%),-110,1 (0.034928397%),-173,1 (0.034928397%),20,1 (0.034928397%),-121,1 (0.034928397%),-124,1 (0.034928397%),72,1 (0.034928397%),-38,1 (0.034928397%),-34,1 (0.034928397%),-45,1 (0.034928397%),-104,1 (0.034928397%),-113,1 (0.034928397%),-155,1 (0.034928397%),-65,1 (0.034928397%),11,1 (0.034928397%),-165,1 (0.034928397%),-21,1 (0.034928397%),-109,1 (0.034928397%),-36,1 (0.034928397%),-178,1 (0.034928397%),-70,1 (0.034928397%),-112,1 (0.034928397%),NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,1.008270159,2762 (1.018061187),30.98,33.11,35.91,94.760740482,91.791826755,91.442542787
Miller-Plate61-A09,,1864,1842 (98.819742489%),1841 (98.766094421%),1840 (98.712446352%),7.671673820%,0,1721 (92.328326180%),-1,120 (6.437768240%),1,20 (1.072961373%),-2,2 (0.107296137%),2,1 (0.053648069%),NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,1.004228330,1867 (1.013572204),92.33,0.00,7.67,98.819742489,98.766094421,98.712446352
Miller-Plate61-B01,,2690,1616 (60.074349442%),1584 (58.884758364%),1590 (59.107806691%),43.717472119%,0,1514 (56.282527881%),-5,314 (11.672862454%),-1,155 (5.762081784%),-6,142 (5.278810409%),-4,74 (2.750929368%),-7,64 (2.379182156%),-8,59 (2.193308550%),-12,53 (1.970260223%),-17,44 (1.635687732%),-3,43 (1.598513011%),-2,32 (1.189591078%),-9,30 (1.115241636%),-10,17 (0.631970260%),1,13 (0.483271375%),-11,11 (0.408921933%),-14,11 (0.408921933%),-21,10 (0.371747212%),-15,9 (0.334572491%),-13,8 (0.297397770%),-16,7 (0.260223048%),-18,7 (0.260223048%),-22,7 (0.260223048%),-32,4 (0.148698885%),-19,3 (0.111524164%),3,3 (0.111524164%),-34,3 (0.111524164%),-40,3 (0.111524164%),-27,3 (0.111524164%),-24,3 (0.111524164%),-39,2 (0.074349442%),-28,2 (0.074349442%),-66,2 (0.074349442%),-23,2 (0.074349442%),2,2 (0.074349442%),-42,2 (0.074349442%),4,2 (0.074349442%),-53,2 (0.074349442%),-38,2 (0.074349442%),-30,2 (0.074349442%),66,1 (0.037174721%),-35,1 (0.037174721%),-151,1 (0.037174721%),-96,1 (0.037174721%),-109,1 (0.037174721%),-147,1 (0.037174721%),84,1 (0.037174721%),-100,1 (0.037174721%),5,1 (0.037174721%),-36,1 (0.037174721%),-52,1 (0.037174721%),-26,1 (0.037174721%),43,1 (0.037174721%),-43,1 (0.037174721%),-29,1 (0.037174721%),-55,1 (0.037174721%),8,1 (0.037174721%),74,1 (0.037174721%),-46,1 (0.037174721%),10,1 (0.037174721%),-45,1 (0.037174721%),-25,1 (0.037174721%),-83,1 (0.037174721%),9,1 (0.037174721%),NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,1.015532544,1635 (1.011757426),56.28,11.82,31.90,60.074349442,58.884758364,59.107806691
